"SalePrice","MSSubClass","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageCars","MoSold","YrSold","Remodeled","PorchNum","Pool","SaleTC","GarageFinish2","TotalSF","PcntBsmtUF","Bsmt","SecondFloor","Functional2","Garage","BsmtExp","LFln","LAln"
226000,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",309,"TA","TA","CBlock","No","Rec","Unf","GasA","Ex","Y",0,0,2,1,4,1,"Gd",8,2,"Attchd",2,5,2006,"no",2,"no","1",3,3081,0.518398268398268,"yes","yes","yes",2,1,4.47733681447821,9.56099724358935
244000,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",1,0,2,1,3,1,"Gd",7,1,"BuiltIn",2,7,2009,"no",2,"no","1",2,3046,0.299395161290323,"yes","yes","yes",2,1,4.23410650459726,9.4111565114063
150750,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","No","Rec","Unf","GasA","Gd","Y",1,0,1,0,3,1,"Gd",7,0,"Detchd",2,7,2007,"yes",0,"no","1",1,2390,0.619002822201317,"yes","no","yes",1,1,4.31748811353631,8.90761234131913
220000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,"Gd","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",1,0,2,0,2,1,"Gd",6,0,"Attchd",2,6,2009,"yes",2,"no","1",3,2563,0.206787687450671,"yes","no","yes",2,1,4.23410650459726,8.83244179158582
180000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1968,1993,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","No","Rec","Unf","GasA","Gd","Y",0,0,2,1,3,1,"TA",7,1,"Attchd",2,7,2006,"yes",2,"no","1",2,3182,0.609856262833676,"yes","no","yes",2,1,4.35670882668959,9.24329147211587
174000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1970,1970,"Hip","CompShg","Plywood","Plywood","BrkFace",288,"TA","TA","PConc","No","Unf","Unf","GasA","Gd","Y",0,0,2,0,3,1,"TA",7,1,"Attchd",2,5,2008,"no",1,"no","1",1,2986,1,"yes","no","yes",2,1,4.38202663467388,9.24956108512946
143000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",196,"TA","TA","CBlock","No","BLQ","Unf","GasA","TA","Y",0,0,2,0,3,1,"TA",5,1,"Attchd",1,7,2007,"no",1,"no","1",2,2428,0.427512355848435,"yes","no","yes",2,1,4.23410650459726,9.24522477382969
171000,"90","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",7,5,1988,1989,"Gable","CompShg","VinylSd","VinylSd","BrkFace",70,"TA","TA","CBlock","No","Unf","Unf","GasA","Gd","Y",0,0,3,0,5,2,"TA",9,0,"2Types",3,7,2006,"yes",0,"no","0",1,3866,1,"yes","no","yes",2,1,4.40671924726425,9.31199402570268
230000,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",320,"Gd","TA","PConc","Mn","GLQ","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",7,2,"Attchd",3,12,2008,"yes",2,"no","1",3,2856,0.334661354581673,"yes","yes","yes",2,1,4.29045944114839,9.1122864315008
231500,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",1,0,2,1,3,1,"Gd",7,0,"Attchd",2,8,2009,"no",2,"no","1",2,2692,0.115301724137931,"yes","yes","yes",2,1,4.17438726989564,9.64380967649394
115000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","No","ALQ","Unf","GasA","TA","Y",0,0,1,0,3,1,"TA",5,1,"None",0,4,2010,"no",0,"no","0",0,1728,0.5,"yes","no","yes",0,1,4.24849524204936,9.25913053614561
260000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Av","GLQ","Unf","GasA","Ex","Y",1,0,2,0,3,1,"Gd",7,0,"Attchd",2,1,2006,"no",2,"no","1",3,3468,0.250288350634371,"yes","no","yes",2,2,4.35670882668959,9.36263218231844
166000,"50","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,4,1952,1952,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","Fa","CBlock","No","Rec","Unf","GasA","Fa","Y",0,0,2,0,4,1,"TA",6,0,"Detchd",2,6,2010,"no",0,"no","1",1,2295,0.442857142857143,"yes","yes","yes",1,1,4.26267987704132,9.05017161982336
204000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","GLQ","Unf","GasA","Ex","Y",1,0,2,0,3,1,"Gd",6,0,"Attchd",2,6,2009,"no",2,"no","1",2,2991,0.544295302013423,"yes","no","yes",2,2,4.35670882668959,9.24329147211587
125000,"90","RM","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,"TA","TA","CBlock","No","Rec","Unf","GasA","TA","Y",1,0,2,0,6,2,"TA",10,0,"Detchd",2,11,2006,"no",0,"no","0",1,3456,0.229166666666667,"yes","no","yes",1,1,4.24849524204936,9.11602969250494
130000,"160","RM","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",6,5,2004,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,0,3,1,"Gd",7,0,"Detchd",2,4,2006,"yes",1,"no","1",1,2679,1,"yes","yes","no",1,1,3.17805383034795,7.83280751652486
105000,"30","RM","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1931,1993,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","No","BLQ","Unf","GasA","TA","Y",1,0,1,0,2,1,"TA",5,0,"Detchd",1,11,2009,"yes",1,"no","1",1,1590,0.707692307692308,"yes","no","yes",1,1,3.93182563272433,8.71931737550637
222500,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Gd","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",8,1,"BuiltIn",2,5,2010,"no",2,"no","1",3,2919,1,"yes","yes","yes",2,1,4.23410650459726,9.15957325492253
141000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"TA","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",1,0,1,0,3,1,"Gd",6,0,"None",0,4,2008,"yes",0,"no","1",0,2160,0.37037037037037,"yes","no","yes",0,1,4.14313472639153,8.9226582995244
115000,"50","RM","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","No","Unf","Unf","GasA","Gd","Y",0,0,1,0,3,1,"TA",7,0,"Detchd",1,4,2006,"yes",2,"no","1",1,2240,1,"yes","yes","yes",1,1,4.23410650459726,8.73873546136347
122000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Av","BLQ","Unf","GasA","TA","Y",0,0,1,1,3,1,"TA",5,0,"Attchd",2,1,2007,"no",0,"no","1",1,1938,0.26109391124871,"yes","no","yes",2,2,4.78749174278205,9.24532134087143
372402,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",436,"Gd","TA","PConc","Gd","GLQ","Unf","GasA","Ex","Y",1,0,2,0,2,1,"Gd",6,1,"Attchd",3,1,2008,"yes",1,"no","0",2,3420,0.181286549707602,"yes","no","yes",2,2,4.67282883446191,9.53899642739739
190000,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",252,"TA","TA","CBlock","No","Rec","Unf","GasA","Gd","Y",0,0,2,1,4,1,"TA",8,1,"Attchd",2,6,2006,"no",1,"no","1",2,2818,0.495757575757576,"yes","yes","yes",2,1,4.23410650459726,9.60258514191349
235000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,7,1960,1975,"Flat","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","Gd","BLQ","ALQ","GasA","Gd","Y",1,0,1,0,1,1,"TA",4,1,"Attchd",2,3,2008,"yes",1,"no","1",2,2854,0.0580524344569288,"yes","no","yes",2,2,4.23410650459726,9.51044496442652
125000,"30","RM","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,1923,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","No","Unf","Unf","GasA","TA","Y",0,0,1,0,4,1,"TA",7,0,"Detchd",1,3,2006,"yes",1,"no","0",1,2400,1,"yes","no","yes",1,1,4.43081679884331,9.33609157728174
79000,"50","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin",6,5,1924,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","No","Unf","Unf","Grav","Fa","N",0,0,1,0,2,1,"TA",5,0,"None",0,4,2008,"yes",2,"no","1",0,1668,1,"yes","yes","yes",0,1,4.0943445622221,9.16951837745593
109500,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","No Basement","No Basement","No Basement","GasA","TA","Y",0,0,1,0,2,1,"TA",5,0,"Detchd",2,6,2006,"no",0,"no","1",1,1040,0,"no","no","yes",1,0,4.0943445622221,8.88183630500415
269500,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","BrkFace",84,"Gd","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,1,4,1,"Ex",8,1,"BuiltIn",3,5,2010,"yes",1,"no","0",3,2742,1,"yes","yes","yes",2,1,4.52178857704904,9.39291189752534
254900,"60","FV","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",8,1,"Attchd",2,5,2010,"yes",1,"no","1",2,2938,0.77598385469223,"yes","yes","yes",2,1,4.60517018598809,9.43763529441287
320000,"60","RL","Pave","NoAlley","IR1","HLS","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",456,"Gd","TA","PConc","Mn","GLQ","Unf","GasA","Ex","Y",1,0,2,1,4,1,"Gd",9,1,"Attchd",2,3,2006,"yes",3,"no","0",2,3854,0.959051724137931,"yes","yes","yes",2,1,4.89783979995091,9.87189368094495
162500,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","1Fam","1Story",6,6,1984,1984,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","No","BLQ","Unf","GasA","TA","Y",0,0,2,0,3,1,"TA",6,0,"Attchd",2,6,2008,"no",0,"no","1",1,2464,0.464285714285714,"yes","no","yes",2,1,4.23410650459726,9.31650056780457
412500,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",664,"Gd","TA","PConc","Av","GLQ","Unf","GasA","Ex","Y",1,0,2,1,3,1,"Ex",10,2,"BuiltIn",3,3,2008,"yes",1,"no","1",3,4240,0.353689567430025,"yes","yes","yes",2,2,4.70048036579242,9.52427481557203
220000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",226,"Gd","TA","PConc","Mn","BLQ","Unf","GasA","Ex","Y",0,0,2,0,3,1,"Gd",7,1,"Attchd",2,5,2010,"no",1,"no","0",2,3082,0.220635950681376,"yes","no","yes",2,1,4.55387689160054,9.40771473139643
103200,"45","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Unf",4,6,1956,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","No","Unf","Unf","GasA","Ex","Y",0,0,1,0,1,1,"TA",4,0,"None",0,4,2007,"no",0,"no","1",0,1764,1,"yes","no","yes",0,1,4.00733318523247,8.61250337122056
152000,"40","RM","Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,7,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","Mn","LwQ","Unf","GasA","Gd","Y",0,0,2,0,3,1,"Gd",5,0,"Detchd",1,10,2007,"yes",1,"no","1",1,2765,0.677980852915579,"yes","yes","yes",1,1,3.68887945411394,8.59415423255237
127500,"190","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1.5Fin",5,7,1940,1999,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","No","ALQ","Rec","GasA","Gd","Y",1,0,2,0,4,2,"TA",6,0,"None",0,9,2008,"yes",1,"no","1",0,1999,0.173913043478261,"yes","yes","yes",0,1,4.12713438504509,9.22088458585185
190000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story",5,5,1955,1993,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","No","LwQ","BLQ","GasA","Ex","Y",1,0,1,0,2,1,"TA",7,3,"Attchd",1,11,2009,"yes",2,"no","0",3,3484,0.290661719233148,"yes","no","yes",2,1,4.23410650459726,9.27874640464024
325624,"60","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",1,0,1,1,3,1,"Ex",8,1,"Attchd",3,11,2007,"no",2,"no","0",3,3743,0.185840707964602,"yes","yes","yes",2,1,4.45434729625351,9.26501793326688
183500,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",7,1,"Attchd",2,5,2007,"no",2,"no","1",3,2560,1,"yes","yes","yes",2,1,4.12713438504509,9.01724094201035
228000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",8,6,1981,1981,"Hip","WdShake","Plywood","Plywood","BrkFace",653,"Gd","TA","CBlock","No","Unf","Unf","GasA","TA","Y",0,0,2,1,2,1,"TA",6,1,"Attchd",2,1,2006,"no",2,"no","1",2,3393,1,"yes","no","yes",2,1,4.23410650459726,9.72130598594309
128500,"50","RM","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","No","Rec","Unf","GasA","TA","Y",0,0,1,1,2,1,"TA",7,0,"Detchd",2,5,2007,"yes",1,"no","1",1,2102,0.5,"yes","no","yes",1,1,4.23410650459726,9.42205890562093
215000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","BrkFace","Plywood","Stone",112,"TA","TA","CBlock","Gd","BLQ","Unf","GasA","Fa","Y",1,0,1,0,3,1,"TA",7,2,"Attchd",2,5,2010,"no",2,"no","1",3,2736,0.408333333333333,"yes","no","yes",2,2,4.94875989037817,10.3662777272636
239000,"160","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","2Story",7,7,1987,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","Gd","PConc","No","GLQ","Rec","GasA","Gd","Y",1,0,2,0,2,1,"Gd",5,1,"Attchd",2,6,2006,"no",2,"no","1",2,2831,0.332706766917293,"yes","yes","yes",2,1,3.78418963391826,8.57659353469768
163000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1961,1961,"Gable","CompShg","WdShing","Wd Shng","BrkCmn",491,"TA","TA","CBlock","No","ALQ","Rec","GasA","TA","Y",1,0,1,1,3,1,"TA",6,1,"Attchd",2,6,2008,"no",1,"no","0",1,2724,0.513950073421439,"yes","no","yes",2,1,4.38202663467388,9.22984883836423
184000,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1986,1986,"Gable","CompShg","VinylSd","Plywood","Stone",132,"TA","TA","CBlock","No","ALQ","LwQ","GasA","TA","Y",1,0,2,0,3,1,"TA",7,1,"Attchd",2,11,2008,"no",1,"no","1",3,3257,0,"yes","no","yes",2,1,3.85014760171006,9.426741242423
243000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,7,1950,2001,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","Av","ALQ","Unf","GasA","TA","Y",1,0,2,0,4,1,"Gd",7,1,"Attchd",2,6,2007,"yes",2,"no","1",1,3360,0.603161397670549,"yes","no","yes",2,2,4.43081679884331,9.44264186107516
211000,"60","RL","Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,5,1988,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",268,"Gd","TA","PConc","No","GLQ","Unf","GasA","TA","Y",0,1,2,1,4,1,"TA",8,1,"Attchd",2,9,2007,"yes",2,"no","1",1,3211,0.278019113814075,"yes","yes","yes",2,1,4.57471097850338,9.21323617508821
172500,"50","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","Gd","CBlock","No","ALQ","BLQ","GasA","Ex","Y",1,0,2,0,4,1,"Gd",8,1,"Attchd",2,7,2006,"no",0,"no","1",1,2972,0.526615969581749,"yes","yes","yes",2,1,4.23410650459726,9.52149480061311
501837,"20","RL","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",748,"Ex","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",1,0,2,0,1,1,"Ex",9,1,"Attchd",3,7,2009,"yes",1,"no","0",3,4450,0.140794223826715,"yes","no","yes",2,1,4.14313472639153,9.7655464514229
100000,"30","RM","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1923,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","No","Unf","Unf","GasA","TA","Y",0,0,1,0,2,1,"TA",5,0,"Detchd",2,7,2007,"yes",1,"no","1",1,1936,1,"yes","no","yes",1,1,4.0943445622221,9.05017161982336
177000,"160","FV","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","No","GLQ","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",5,1,"Detchd",2,6,2007,"no",0,"no","1",1,2281,0.423280423280423,"yes","yes","yes",1,1,4.23410650459726,7.65775527113487
200100,"70","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,6,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","No","LwQ","Unf","GasA","Gd","Y",0,0,1,1,4,1,"TA",9,1,"Detchd",1,7,2006,"yes",1,"no","1",1,2595,0.556116015132409,"yes","yes","yes",1,1,3.98898404656427,8.93432333105491
120000,"20","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1Story",5,6,1957,2006,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",98,"TA","TA","PConc","No Basement","No Basement","No Basement","GasA","Ex","Y",0,0,1,0,3,1,"TA",7,1,"Attchd",1,6,2007,"yes",2,"no","1",2,1340,0,"no","no","yes",2,0,4.0943445622221,9.11162439903702
200000,"50","RM","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","No","Unf","Unf","GasA","Ex","Y",0,0,2,1,3,1,"Gd",6,0,"Detchd",2,6,2008,"no",2,"no","1",1,3444,1,"yes","yes","no",1,1,4.14313472639153,9.34364673928441
127000,"50","RL","Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Feedr","1Fam","1.5Fin",5,8,1908,1991,"Gable","CompShg","AsbShng","Plywood","None",0,"TA","TA","PConc","No","Unf","Unf","GasA","Gd","Y",0,0,1,0,3,1,"TA",5,0,"Attchd",2,6,2006,"yes",1,"no","1",1,1756,1,"yes","yes","yes",2,1,4.52178857704904,8.91435727448502
475000,"75","RM","Pave","NoAlley","IR2","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","2.5Fin",10,9,1892,1993,"Gable","WdShngl","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","Mn","Unf","Unf","GasA","Ex","Y",0,0,2,1,4,1,"Ex",12,2,"Detchd",3,6,2006,"yes",2,"no","1",1,4715,1,"yes","yes","yes",1,1,4.49980967033027,10.0410732154887
173000,"80","RL","Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Av","GLQ","Unf","GasA","Ex","Y",1,0,2,0,3,1,"Gd",6,0,"Attchd",2,6,2009,"yes",2,"no","1",1,2405,0.485690235690236,"yes","no","yes",2,2,4.23410650459726,9.20502627715241
135000,"50","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1916,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","No","Unf","Unf","GasA","Ex","Y",0,0,2,1,3,1,"TA",8,0,"Detchd",1,8,2009,"yes",1,"no","1",1,2316,1,"yes","yes","yes",1,1,4.0943445622221,9.25052216160901
153337,"90","RL","Pave","NoAlley","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","Stone",275,"TA","TA","CBlock","Av","GLQ","Unf","GasA","TA","Y",2,0,0,2,2,2,"TA",6,2,"Detchd",2,6,2009,"no",1,"no","0",1,2310,0,"yes","no","yes",1,2,4.15888308335967,8.85623355614316
286000,"120","RL","Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Av","GLQ","Unf","GasA","Ex","Y",1,0,1,1,0,1,"Ex",5,1,"Attchd",2,8,2008,"yes",2,"no","1",3,3186,0.276208411801632,"yes","no","yes",2,2,3.71357206670431,8.5016733797582
315000,"70","RL","Pave","NoAlley","Reg","Bnk","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",8,8,1932,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","No","Rec","Unf","GasA","TA","Y",0,0,2,1,3,1,"Gd",10,2,"Detchd",2,12,2007,"yes",1,"no","1",1,3580,0.651817116060961,"yes","yes","no",1,1,4.24849524204936,9.26577507886428
